,sentiment,summary,title,Company Name
77,Neutral," the corporate leadership awards' Jury Board Meeting concluded successfully on October 19, 2023. the esteemed meeting was chaired by India's distinguished corporate leader, Shailesh Haribhakti. eminent board members representing diverse sectors within the business world attended the meeting.",Jury Board Meeting of Corporate Leadership Awards Successfully Wraps Up,Godrej & Boyce Manufacturing Company Limited
78,Negative," urban market has rebounded to pre-COVID growth levels. but rural market presents more challenging scenario. company anticipates reaching a revenue of about Rs 1,200 crore in the current fiscal against Rs 1,100 crore in FY'23. locks contribute 60 per cent to this revenue, with the architectural fitting business comprising the remaining 40 per cent of this revenue.",Godrej Locks eyes double-digit growth,Godrej & Boyce Manufacturing Company Limited
79,Neutral," the conglomerate has businesses ranging from engineering solutions, home appliances, security solutions, agricultural products, real estate, and consumer products. there are two factions of the Godrej family - one is Godrej Industries & Associates, led by Adi Godrej and his brother Nadir. the family council is reportedly discussing two critical points - one: usage of the Godrej brand name after the split, including possible royalty payments.","Godrej Group heading to split its Rs 1.76-lakh-crore conglomerate, family council discussing division terms: Report",Godrej & Boyce Manufacturing Company Limited
80,Neutral," Godrej & Boyce Manufacturing Company challenged the state government's acquisition of its land for a compensation of Rs 264 crore. the company had challenged proceedings by the state government. the court said ""the project is of national importance and in public interest"" the company had challenged the amendment to the Land Acquisition Act-2013, which exempted the bullet train project from the social impact assessment. the court was told possession of land was taken within three months of",Ahmedabad-Mumbai bullet train project of national importance: HC dismisses Godrej & Boyce plea against land acquisition,Godrej & Boyce Manufacturing Company Limited
81,Neutral," the government granted a final award of Rs 264 crore in compensation on September 15, 2022, for acquiring 9.69 acres of the company’s land. it was far less than the initial amount of Rs 572 crore that the government had offered. the company said it had filed an application in February seeking a reference under Section 64 of the Right to Fair Compensation, Transparency in Land Acquisition, Rehabilitation and Resettlement Act 2013. the company challenged the",Land for bullet train project: Decide on Godrej & Boyce plea for enhanced pay in a month: HC to state,Godrej & Boyce Manufacturing Company Limited
82,Neutral,. - (EN)..............................................,Retail India News: Urban Square Mall Transforms into a Cultural Delight for Diwali,Godrej & Boyce Manufacturing Company Limited
83,Neutral," Godrej & Boyce Manufacturing Company Limited applied for additional transfer of development rights (TDR) for a recreation ground in vikhroli. the company applied for additional TDR for the two plots while the circular was under challenge before the courts. the high court observed that no amenity was developed as required by law to be entitled to additional TDR. in its order, the court observed that no amenity was developed as required by law",SC rejects Godrej appeal for addl TDR at Vikhroli | Mumbai News - Times of India,Godrej & Boyce Manufacturing Company Limited
84,Neutral,. - (EN)..............................................,500 Internal Server Error,Godrej & Boyce Manufacturing Company Limited
85,Neutral,. - (EN)..............................................,Retail India News: Coca-Cola India and ICC Unveil Innovative PET Bottle Flags for ICC Men's Cricket World Cup 2023,Godrej & Boyce Manufacturing Company Limited
86,Neutral,. - (EN)..............................................,"Share Market Highlights 31 July 2023:: Sensex, Nifty close higher on Monday; IT, metals, and oil & gas lead sectoral gains",Gujarat Infrapipes Private Limited
87,Neutral," the stake has been acquired by STUP Consultants Private Limited, a subsidiary of Assystem SA of France. ""this is a step to exit the non-core standalone consulting engineering practice and focus energy and attention on our core businesses,"" said D K Sen. the transaction is subject to the completion of customary closing conditions and is expected to be concluded before 15 January 2024.",L&T sells entire stake in L&T Infrastructure Engineering,Larsen & Toubro Limited
88,Positive, infrastructure major's arm said it would divest its entire stake in a subsidiary company. the sale is expected to be completed on or before the end of 2023. the company recorded a 45 percent jump in net profit for the second quarter of fiscal year 2023-24.,L&T gains as arm to divest stake in subsidiary,Larsen & Toubro Limited
89,Neutral," Larsen & Toubro (L&T) has sold its 100 per cent stake in L&T Infrastructure Engineering Limited (LTIEL) to STUP Consultants Private Limited, a subsidiary of Assystem SA of France for <unk>60 crore. the transaction aligns with Larsen & Toubro’s commitment to focus on its core businesses and assets.",L&T sells engineering consultancy services arm to France’s STUP Consultants,Larsen & Toubro Limited
90,Neutral," CRISIL Ratings has received approval from its Board of Directors to join the Association of Indian Rating Agencies (AIRA) as part of this move, CRISIL Ratings will subscribe to an equity stake ranging between 14% and 15% in AIRA. as per the agreement, L&T will transfer its entire shareholding in L&T Infrastructure Engineering Limited (LTIEL) the company's revenue for FY 2022-23 amounted to <unk>92","Stocks to watch: Titan, IndiGo, Larsen & Toubro, Crompton Greaves, MRF, JK Cement, CRISIL and more",Larsen & Toubro Limited
91,Neutral," L&T has entered into an agreement to divest its 100% stake in L&T Infrastructure Engineering (LTIEL) to STUP Consultants, a subsidiary of Assystem SA of France. in FY23, LTIEL posted Rs 92 crore in revenue. this transaction is expected to be concluded before January 15, 2024. it aligns with L&T’s commitment to focus on its core businesses and assets.",Larsen &amp; Toubro divests LTIEL,Larsen & Toubro Limited
92,Neutral," the transaction aligns with the company's commitment to focus on its core businesses. the stake will be acquired by STUP Consultants Pvt Ltd, a subsidiary of Assystem SA of France. the transaction is likely to be completed before January 15, next year.",L&T to divest 100% stake in subsidiary LTIEL,Larsen & Toubro Limited
93,Neutral," L&T stock price went down today, 03 Nov 2023, by -0.35 %. the stock is currently trading at 2908.15 per share. investors should monitor the stock closely in the coming days and weeks to see how it reacts to the news.","L&T share price Today Live Updates : L&T closed today at ₹2908.15, down -0.35% from yesterday's ₹2918.35",Larsen & Toubro Limited
94,Positive," infrastructure company's revenue from operations rose 19% to Rs 51,024 crore. international revenues during the quarter at Rs 21,898 crore constituted 43% of the total revenue. the company received orders worth Rs 89,153 crore at the group level during the quarter ended September 30, 2023, registering a robust growth of 72% on y-o-y basis.","L&T Q2 results: Net profit rises 45% to Rs 3,223 cr",Larsen & Toubro Limited
95,Neutral," Larsen & Toubro has received a letter of intent for an ultra-mega onshore order worth Rs 15,000 crore from a Middle East client. the order is in addition to a recent project award of a gas compression plant. the scrip hit a high of Rs 2,952, before slipping in the red.","L&T wins Rs 15,000 crore worth ultra-mega order; stock reacts",Larsen & Toubro Limited
96,Positive," india's largest commercial bank, SBI reported an 8% year-on-year jump in the net profit. net interest income of the state bank of india jumped 12.3% compared to the same period last year. cello world is set to make its debut on the bourses today.","Stocks to Watch: SBI, Cello World, IndiGo, Bank of Baroda, L&T, IDFC First Bank",Larsen & Toubro Limited
97,Neutral," if it gets concluded, it would be the biggest rupee sale ever for Reliance. it would also be the conglomerate’s first domestic bond since 2020. the giant conglomerate had raised $4 billion in U.S dollar bonds last year. it raised $1.5 billion in a 10-year tranche, $1.75 billion in a 30-year and $750 million in a 40-year deal.","Reliance Industries mulls raising ₹15,000 crore via local-currency bond",Reliance Industries Limited
98,Negative, Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to,Unable to extract title,Reliance Industries Limited
99,Neutral," if it concludes, it would be the biggest rupee sale ever for Reliance. it would also be the conglomerate’s first domestic bond since 2020. a representative for the firm didn’t have any immediate comment.",Reliance Industries considers record $1.8 billion bond sale,Reliance Industries Limited
100,Negative," shares of Mukesh Ambani-led Reliance Industries Ltd (RIL) have revisited their lows. the large cap stock closed at Rs 2,288.55, down 1% in the last session. the stock fell to its 52-week low of Rs 2012.14 on march 20, 2023. at the current level, the stock has lost 13% from its 52-week high of Rs 2635.17 hit on July 19, 2023.",Reliance Industries shares revisit March lows; more downside likely?,Reliance Industries Limited
101,Neutral," the stock closed at 2311.35 per share. the stock is currently trading at 2288.55 per share. investors should monitor the stock closely in the coming days and weeks to see how it reacts to the news. the stock is currently trading at 2288.55 per share. if you have any questions about the stock price, please contact us at info@reliance.com or via email at eric@reliance.com.","Reliance Industries share price Today Live Updates : Reliance Industries closed today at ₹2288.55, down -0.99% from yesterday's ₹2311.35",Reliance Industries Limited
102,Positive," reliance Jio Infocomm's net profit rose 12 per cent to 5,058 crore. growth was driven by stronger retail business. telecom arm reported its smallest profit increase in seven quarters. reliance Jio Infocomm reported its smallest profit increase in seven quarters.","Reliance Q2 Results: Net profit rises 27% to ₹17,394 cr, EBITDA up 30%",Reliance Industries Limited
103,Neutral," the new mall will showcase luxury labels including balenciaga, Tory Burch, YSL, and Versace. notable flagships from renowned names like lvl, cartier, bally, giorgio armani, dior, and Bulgari will be featured. the mall will be open from 1 November in the prime Bandra Kurla complex (BKC) the mall will seamlessly integrate with the Nita Mu",Mumbai gets new luxury mall as Jio World Plaza to open doors on 1 November,Reliance Industries Limited
104,Positive," Sensex fell 283 points to end the session at 63,591 and Nifty lost 90 points to settle at 18,989. the steel maker logged a consolidated net profit of Rs 633.95 crore in the September quarter of FY23. REC reported a 38.71% year-on-year rise in its consolidated net profit for the quarter ended September to Rs 3,789.90 crore.","Stocks in news: Tata Steel, Suzlon Energy, Adani Enterprises, Reliance Industries, SBI and more",Reliance Industries Limited
105,Positive," the Nifty 50 is up around 9%, while the broader markets have sharply outperformed since last Samvat. the Nifty Smallcap 100 and Nifty Midcap 100 indices rallied 28% and 26%, respectively. Among sectors, PSU Bank index jumped 44% and Realty surged 37% while oil & gas index was the only one to end in the negative (-2%) going forward, HDFC Securities expects","Diwali 2023 Picks: Reliance, Dr Reddy’s among top 10 buys from HDFC Securities",Reliance Industries Limited
106,Neutral," KG gas wants users to quote a price indexed to Brent crude oil price. the firm had previously sold gas indexed to international gas benchmark, JKM. the last auction was in may this year, the last being in may this year. KG gas has been indexed to international gas benchmark, jKM.","Reliance returns to oil indexation for KG gas, seeks buyers for 4 mmscmd - ET EnergyWorld",Reliance Industries Limited
107,Neutral," the entertainment giant may sell a controlling stake in the Disney Star business, valued at $10 billion. the said acquisition could be announced as early as next month. some of Reliance’s media units could be merged into Disney Star.","Buzzing Stocks: Reliance Industries, Mahindra Logistics, Trident, Lupin and others in news",Reliance Industries Limited
108,Neutral," catch the ABBA musical ""Mamma Mia"" and this year's Best Picture winner ""Everything Everywhere All At Once"" in an outdoor setting surrounded by city views. head to the gwpc for a docent-guided tour of its 15-acre park. learn how to plant her own citrus grove right here in north texas.",Give mom a break with one of these 13 fun Mother's Day events,Worthington SRL
109,Neutral," australia level ODI series with 1-1 win over india in Visakhapatnam. tourists win by 10 wickets after winning toss and electing to bowl. openers Mitchell Marsh (66 off 36) and Travis Head (51 off 30) run down target. australia won the match with 239 balls remaining in the run chase, the biggest margin ever against india.",Smith snares 'catch of the century' contender,Worthington SRL
110,Neutral," Saints host Halifax Panthers in the Challenge Cup on friday 19th may. the hosts have already won three matches in the knockout competition. fans can purchase tickets with the club up until 9am on friday, 19th may. cash turnstiles will be available for Saints fans in the North Stand (Standing), with limited seats available in the East Stand (Seating).",Match Preview: Halifax Panthers (A),Worthington SRL
111,Neutral," agencies from across the Grey network have put together a list of campaigns they hope will attract attention and metal at Cannes Lions 2023. it's a mixture of campaigns for global household names Coca-Cola and Pringles, as well as Haleon, P3, Kasikornbank and Waoo. also work for charities LALCEC, Racismo Zero and the Sheldrick Wildlife Trust.",Cannes Contenders: Colourful Creativity from Across the Grey Group | LBBOnline,Worthington SRL
112,Neutral," cholinergic anti-inflammatory pathway (CAP) activated via vagus nerve stimulation. alpha 7 nicotinic acetylcholine receptor (<unk>7nAChR) positive macrophages are thought to play a crucial role in this pathway. but their in vivo significance has not been fully understood. administration of GTS-21, an <unk>7nAChR-specific agonist, protects",Alpha 7 nicotinic acetylcholine receptors signaling boosts cell-cell interactions in macrophages effecting anti-inflammatory and organ protection - Communications Biology,Worthington SRL
113,Neutral," the federal government makes public disclosures for members of parliament accessible through an online tool at the website of the Office of the Conflict of Interest and Ethics Commissioner. the data is based on the most recent disclosures these MPs made as of June 13, 2023. these MPs, along with their riding, province and political affiliation, have been listed in the database below.",Find Out If Your MP Is A Landlord Or Invested In Real Estate,Worthington SRL
114,Neutral," first bus says £3 billion commitment from the government is welcome. if the sector works effectively together, the strategy could be fundamental. if the sector works effectively together, the strategy could be fundamental, says cnn's robert mcdonald. mcdonald: if the sector works effectively together, the strategy could be fundamental...... in supporting the industry...... first bus says it is ",News on Sustainable bus and mobility for insiders and enthusiasts,Worthington SRL
115,Neutral," main contractor has delivered the first phase of the £23m Ferrersfield scheme to affordable housing provider Torus. the project, when complete, will comprise 131 homes designed by Bowker Sadler Architecture. work started on the scheme in 2021. the first 19 homes have now been delivered, with the remaining set to complete later this year. the first phase is expected to be completed by the end of this year.",HMS starts 131-home handover in Huyton,Worthington SRL
116,Neutral, the series is level at 1-1 with two days remaining. india added 99 runs for the loss of Cheteshwar Pujara and captain Ajinkya Rahane. the series is level at 1-1 with two days remaining. a draw would ensure the series retains the Border-Gavaskar trophy.,Limping Warner kickstarts Aussie innings,Worthington SRL
117,Negative," two pitch invaders wandered onto the field during the first ODI against india. one man held a sign reading 'State Bank of India, no $1bn Adani Loan' another man also entered the field of play wearing a 'Stop Adani' T-shirt. both men are likely to be slapped with two $5000 fines from the SCG.",'Oddest pitch invasion ever' kicks-off first ODI,Worthington SRL
118,Neutral,. - (EN)..............................................,500 Internal Server Error,Gruppo Allied International SRL
119,Neutral," telescopic boom forklift truck is widely used for agricultural and industrial purposes. a telescopic boom can extend forward and upward from the vehicle, more like a crane than a forklift. the global telescopic boom forklift truck market is projected to reach $7.33 billion by 2031.","Telescopic Boom Forklift Truck Market Share, Top Companies, End Users and Forecast by 2031",Gruppo Allied International SRL
120,Negative," the Europe centralized refrigeration systems market is valued at $7.9 billion in 2022. it is expected to reach $12.7 billion by 2032, registering a CAGR of 4.8% from 2023 to 2032. the outbreak of the Covid-19 pandemic had a negative impact on the market.",Europe Centralized Refrigeration Systems Market to Reach $12.7 billion by 2032 at 4.8% CAGR: Allied Market Research,Gruppo Allied International SRL
121,Negative," global industrial refrigeration market is attributed to the growth of the cold-chain industry. the outbreak of the COVID-19 pandemic had a negative impact on the market. the global industrial refrigeration industry generated $21.9 billion in 2020. it is anticipated to generate $41.7 billion by 2032, witnessing a CAGR of 5.2% from 2023 to 2032.","Industrial Refrigeration Market to Reach $41.7 Billion, Globally, by 2032 at 5.2% CAGR: Allied Market Research",Gruppo Allied International SRL
122,Positive, food ingredients market is fueled by demand for functional ingredients. the market is based on the analysis of the food ingredients market. the food ingredients market is expected to grow at a CAGR of 3.6 percent from 2013 to 2025. the food ingredients market is expected to grow at a CAGR of 5.7% from 2013 to 2025.,Food Ingredients Market size to see promising growth from 2022 to 2031 | Projected at USD 475.4 billion by 2031,Gruppo Allied International SRL
123,Positive, high-pressure oil and gas separators can be installed on both onshore and offshore platforms. report focuses on how recent technological encroachments have influenced the growth of the market. growth of the oil and gas industry suggests a promising future for high-pressure oil and gas separators.,High Pressure Oil and Gas Separators Market | Exclusive Report on the Latest Trends and Opportunities in the Future,Gruppo Allied International SRL
124,Positive, architectural acoustic panels market is growing at a CAGR of 6.3% from 2022 to 2031. manufacturers are leading the way toward sustainability by adopting recyclable and eco-friendly materials. acoustic panels are used to cut back noise and control sound in many alternative spaces.,"Architectural Acoustic Panels Market to Hit $13.8 Billion by 2031 | Arconic, Trelleborg AB, Ingreen Systems",Gruppo Allied International SRL
125,Neutral," the global iris scanner market was valued at $3.1 billion in 2022. it is projected to reach $8 billion by 2032, growing at a CAGR of 10.2% from 2023 to 2032. the report provides a complete judgment of the iris scanner trends, growth factors, consumption, production volume, CAGR value, attentive opinions, profit margin, price, and industry-validated market data.","IRIS Scanner Market Size Research Status, Business Growth Analysis by Top Countries Data and Segments Insights Reach $8 Billion by 2032 | Growing at a CAGR of 10.2%",Gruppo Allied International SRL
126,Positive," underground waste containers are used for collecting waste in the residential, commercial, and industrial areas. the global underground waste containers market is anticipated to grow owing to the growth of residential and commercial sectors. the metal segment dominated the market in 2019 accounting for over 49% global market share.",Underground Waste Containers Market 2027 Development Across APAC Countries Presents Opportunities at a CAGR of 5.9%,Gruppo Allied International SRL
127,Positive, the U.S. smart meter market is estimated to reach $7.69 billion by 2027. the market is expected to grow at a CAGR of 10.47% from 2020 to 2027. the energy industry has been among the pioneers in embracing digital technologies.,U.S. Smart Meter Data Management Market to Reach USD 7.69 Billion | Fueling Sustainability and Customer Satisfaction,Gruppo Allied International SRL
128,Neutral," northleaf commits $200 million to fund EVPassport's capital requirements. Atlassian agrees to acquire video messaging platform Loom for $975 million. triton's Triton Fund V agrees to acquire Siemens energy's Trench business, which specializes in the manufacturing of high-voltage grid components. the deal is expected to close in the third quarter of Atlassian's fiscal year 2024.",Deal Wrap: Northleaf to invest in EVPassport; Mutares to buy into Sofinter,Sofinter SpA
129,Positive," the global power plant boiler market is valued at USD 21.69 Billion in 2020. the market is projected to reach USD 27.26 Billion by 2028, growing at a CAGR of 2.9%. the growth in population, urbanization, and industrialization is driving the demand for power plant boilers. the global power plant boiler market is expected to reach USD 27.26 Billion by 2028.",Power Plant Boiler Market Size to Reach USD 27.26 Billion by 2028 while Exhibiting a Stellar CAGR of 2.9%,Sofinter SpA
130,Positive," german private equity fund Mutares to buy 71.7% stake in loss-making power gear manufacturer. the company once belonged to angolan billionaire Isabel dos Santos and was nationalised in 2020. the state will be able to recover a large part, if not all, of the investment it had made in Efacec.",Portugal picks German fund Mutares as Efacec stake buyer,Sofinter SpA
131,Positive," Mutares has sent an irrevocable offer to acquire SRT Group. the company will strengthen Mutares’ presence in the logistics and transport sector across Europe. the transaction is expected to close before the end of 2023. the company is a European leader in urban on-demand delivery, especially in the food and groceries segments.",Seventh acquisition in 2023 : Mutares has sent an irrevocable offer to acquire SRT Group,Sofinter SpA
132,Neutral," Mutares has signed an agreement to sell Special Melted Products to Cogne Acciai Speciali for an enterprise value of approximately EUR 180 million. the closing of the transaction, subject to merger controls and national security and investment act (NSIA) approval, is expected in the second quarter of 2023. Taking into account deductible items, variable compensation and transaction costs, the company expects an inflow in the three-digit million range of up to EUR 150 million",Fifth exit in 2023 : Mutares has signed an agreement to sell Special Melted Products to Cogne Acciai Speciali for an enterprise value of approximately EUR 180 million,Sofinter SpA
133,Positive," Mutares has successfully completed the acquisition of SELZER Group from INDUS. SELZER Group will further strengthen the FerrAl United Group, a multinational supplier for multi-material machined solutions and systems. headquartered in Driedorf-Roth, Germany, the company employs around 440 employees. SELZER Group develops and produces ready-to-install metallic components and assemblies for the automotive industry.",Mutares has successfully completed the acquisition of SELZER Group from INDUS,Sofinter SpA
134,Positive," the heat recovery steam generator market is projected to register a valuation of USD 2 billion by 2030. around 56% of the world’s population resides in cities, indicating rapid urbanization. accelerated urbanization and the subsequent rise in energy demand will bolster the adoption of HRSG solutions. the growing demand for electricity is one of the primary factors boosting regional industry expansion. the growing demand for electricity is one of the primary factors boosting regional industry expansion ",Heat Recovery Steam Generator Market to value USD 2 Billion by 2030: Global Market Insights Inc.,Sofinter SpA
135,Positive, Mutares has successfully completed the acquisition of Siemens Energy Engines S.A.U. and related assets. this new platform acquisition strengthens the Engineering & Technology segment and will operate under the new name Guascor Energy.,Mutares has successfully completed the acquisition of Siemens Energy Engines S.A.U. and related assets,Sofinter SpA
136,Neutral," the boilers were fabricated and assembled in northern Italy. each boiler weighs over 550 tonnes and is now ready for commissioning. the boilers were manufactured by MACCHI, a supplier of industrial boilers for the oil and gas and petrochemical sectors. the boilers were dispatched from the Marghera port in Venice.",Petrofac installs modular auxiliary boilers at Oman's Duqm Refinery,Sofinter SpA
137,Neutral, the company is a leader in civil engineering construction with expertise in roads flyovers and bridges. they also made concrete contributions by designing and constructing ports harbours thermal and nuclear power stations dams high-rise structures chemical and fertiliser complexes etc. the company went to public in the year 1962. during the year 1994-95 the company made a tie up with us based general electric and Epon Netherlands for undertaking power generation projects in the country.,"Gammon India Ltd Share Price Today: Gammon India Ltd Stock Price Live NSE/BSE, Gammon India Ltd Latest News, Quotes and Financial Results | Business Standard",Sofinter SpA
138,Neutral,. - (EN)..............................................,"Tutta la magia d'Oslavia: non solo la grande Ribolla, ma un'esperienza d'assoluta autenticità",Stopson Italiana S.r.l.
139,Neutral," Lancia Delta 1.4 Turbo Multiair 140 CV con Start&Stop parte da 22.900 euro (allestimento Argento), prosegue con 24.500 euro (Oro) e raggiunge 26.100 euro (Platino e serie speciale “Hard Black”). Il vero spirito Multiair è racchiuso nel nuovo sistema elettro-i",Sulla Lancia Delta arriva il 1.4 Turbo Multiair da 140 CV,Stopson Italiana S.r.l.
140,Neutral," a third party is impersonating Chiyoda group or its employees/ executives. a third party is requesting false payment requests, negotiations etc., using emails. Chiyoda or Chiyoda group have no relation whatsoever with these acts of fraudulent.",Chiyoda : Be Aware of the Fraud that Impersonating as Chiyoda Group Employees,Chiyoda Corporation
141,Neutral, global market vision has rolled out a new report namely Sulphur Recovery market. the report supplies a comprehensive analysis of business aspects like market size and competitive scenario. the report also classifies contributions to the global Sulphur Recovery market.,"Sulphur Recovery Market Next Big Thing | Major Giants: Amec Foster Wheeler, Technip FMC, Worley Parsons Ltd – Argyle Report",Chiyoda Corporation
142,Neutral," oil minister held discussions with mozambique's minister of mineral resources and energy Carlos Zacarias and top officials from TotalEnergies. he also held deliberations with Maxime Rabilloud, Total’s country manager for the gas project in Mozambique. he also held a meeting with Mozambique’s Minister for Economy and Finance of Max Tonela. analysts said that the move by India will help in",Oil Minister in Mozambique for early resumption of $20 billion LNG project,Chiyoda Corporation
143,Neutral," the report provides powerful guidelines for market players to compete well. it brings to light crucial market dynamics including drivers, challenges, restraints, trends, and opportunities. each segment is deeply analyzed on the basis of various factors such as market share, CAGR, and revenue growth. the report's findings can be used to prepare for any future challenges beforehand.","Liquid Organic Hydrogen Carrier (LOHC) Market SWOT Analysis, New Market Opportunities And Forecast 2023-2029| Hynertech, Chiyoda Corporation, Hydrogenious Technologies",Chiyoda Corporation
144,Neutral," SCREEN Graphic Solutions Co., Ltd. and Chiyoda Gravure Corporation will work together to promote the use of digital printing for flexible packaging materials. the initiative will utilize SCREEN GA’s Truepress PAC 830F, a new water-based digital inkjet system capable of full-scale production of small- to medium-lot jobs. the two companies plan to focus on using the current collaborative framework to develop solutions for longstanding issues",SCREEN and Chiyoda Gravure Partner to Promote Digital Printing of Flexible Packaging Materials,Chiyoda Corporation
145,Positive," joint research group achieves a world record of 1.2Tbps for optical signal transmission. 1.2 Tbps per optical wavelength and data transfer at over 1 Tbps in field trial. this achievement opens the door to a variety of high-speed, high-capacity communication services. NII will use this achievement to further advance academic communication networks.",Japanese joint research group achieves a world record of 1.2Tbps for optical signal transmission with over 1Tbps data transfer in field trial,Chiyoda Corporation
146,Neutral," the buyout is likely to be completed by the end of next month, the conglomerate says. the buyout is a joint venture between L&T and Japan-based Chiyoda Corporation. in the past 27 years, LTC has worked on more than 300 projects, including complex refinery and petrochemical processes. in the past 27 years, LTC has worked on more than 300 projects, including complex refinery and petrochemical",L&T buys Japan-based Chiyoda's entire stake in JV LTC for Rs 75 cr,Chiyoda Corporation
147,Neutral," the global ‘Dosimetry Technology market’ size, share, price, trends, report and forecast 2023-2030. the report consists of 132 pages Including Full TOC, Tables and Figures, and Chart with In-depth Analysis Pre and Post COVID-19 Market Outbreak Impact Analysis and Situation by Region. the report examines the most recent market trends, growth potential, geographical analyses, strategic suggestions, and developing segments Dosimetry Technology","Dosimetry Technology Industry Future Prospects –Mirion Technologies, Thermo Fisher Scientific, Fuji Electric – Argyle Report",Chiyoda Corporation
148,Neutral," BEMAC Corporation has agreed to acquire shares in The Switch Engineering Oy. the company is a manufacturer of permanent magnet machines (PMMs), DC distribution solutions (DC-Hub), high-power AC drives (single drives) and high-speed induction motors. BEMAC, as majority shareholder, together with Mitsui have entered into a share purchase agreement to acquire 100% of the shares of The Switch from Yaskawa Europe Holding",BEMAC Corporation in partnership with Mitsui & Co to acquire 100% of The Switch group | Hellenic Shipping News Worldwide,Chiyoda Corporation
149,Neutral, a review of investment plans in hydrogen and its derivatives reveals that one country is particularly active in this region—Japan. around half of the region’s projects or agreements announced publicly since 2020 originated from Japan. around half of the region’s projects or agreements announced publicly since 2020 originated from japan.,Japan’s Investments in Hydrogen and Its Derivatives in Southeast Asia - %,Chiyoda Corporation
150,Neutral," bogotá inició este jueves el concurso de licitación internacional para la construcción, operación y mantenimiento de la L<unk>nea 2 del metro. entre ellos, uno espa<unk>ol donde participan Sacyr (BME: ) y Acciona (BME: ).",Sacyr y Acciona competirán por la segunda línea del metro de Bogotá Por EFE,"Corporación Acciona Infraestructuras, S.L."
151,Neutral, the 5.7km extension of the Millennium Line will add six underground stations to the line. the province expects to select the preferred proponent by mid-2020 with construction to begin that year and rail service to begin in 2025. the province expects to select the preferred proponent by mid-2020 with construction to begin that year and rail service to begin in 2025.,Short list for Vancouver's Broadway Subway project announced,"Corporación Acciona Infraestructuras, S.L."
152,Neutral," the B.C. government released its shortlist for the $2.8 billion project on June 25. the major job includes about five kilometres of tunnelling, the construction of six underground stations and the installation of an approximately 700-metre elevated line. the main work is scheduled to start in 2020, shortly after the province picks a winning bidder.",B.C. shortlists three construction teams for $2.8B Broadway subway extension project,"Corporación Acciona Infraestructuras, S.L."
153,Neutral," the event was conducted entirely in Spanish. participants were the most senior speakers and exporters. all attendees met decision-makers who might be involved in a future deal. everyone listened to expert insight into the opportunities available in Europe, Latin America, the Middle East and Africa.",TXF Spain 2018,"Corporación Acciona Infraestructuras, S.L."
154,Neutral," empresa l<unk>der en la construcción de infraestructuras sanitarias y sociales, eductrade, elegido como grupo asesor de los fondos Global Gateway. el objetivo es potenciar el impacto de las inversiones de Global Gateway.","Eductrade, junto con Iberdrola, Acciona, Telefónica y Mondragón, seleccionada por la Comisión Europea para asesorar en los fondos Global Gateway","Corporación Acciona Infraestructuras, S.L."
155,Neutral," the VII edition of the gold awards is being held on November, 7th 2023. this year, the awards ceremony is being held on November, 7th 2023. amanda.castro@iberianlegalgroup.com is the organizer of the event.",Gold Awards by Inhousecommunity 2023,"Corporación Acciona Infraestructuras, S.L."
156,Neutral," export finance virtual world fair 2020 takes place in six regions across the world. the event is the only NETWORKING-FIRST virtual world fair of its kind. tickets are now available for all the deal-making, networking and networking you can handle. a full two-week digital roadshow will take place from 19-30 October. the event will be part of the only NETWORKING-FIRST virtual global export finance-athon of its kind",TXF Export Finance Virtual World Fair 2020,"Corporación Acciona Infraestructuras, S.L."
157,Negative, Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to,Unable to extract title,"Corporación Acciona Infraestructuras, S.L."
158,Neutral," el sitio utiliza cookies para mejorar tu experiencia. a continuar navegando, aceptas su uso. Puedes deshabilitarlas desde tu navegador.",Cox Energy se adjudica negocio productivo de multinacional de infraestructura y energía Abengoa,"Corporación Acciona Infraestructuras, S.L."
159,Neutral,. - (EN)..............................................,403 Forbidden,"Corporación Acciona Infraestructuras, S.L."
160,Neutral," RTVE recibe 78 millones de euros en 2022. el Gobierno revela una parte de los datos -los de 2022- debido a su «evidente interés p<unk>blico». la relación incluye grandes empresas privadas como Telefónica, pero también muchas ",RTVE es la segunda empresa que más fondos europeos ha recibido: 78 millones de euros,"Corporación Acciona Infraestructuras, S.L."
161,Negative, Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to extract text. Unable to,Unable to extract title,"Corporación Acciona Infraestructuras, S.L."
162,Neutral," construction is set to begin soon in the Nasaq District. each block offers residents direct access to aljada's tree-lined east Boulevard. the community's urban linear park includes extensive sporting facilities. the entire work will be completed within two years, a top official said. with over 25,000 homes planned for aljada in total, Arada has sold 9,000 units, with 6,300 of those now completed.",Gulf Asia Contracting Wins Arada's $108mn Aljada Project,Gulf Asia Contracting LLC 
